negative,@AmericanAir really? Not even worthy of a response. This is beginning of a social media alert to the world that AA and @USAirways are useles
negative,@AmericanAir Hi AA friends! My sis's flight AA362 DFW&gt;&gt;MKE was Cancelled Flighted due to weather. Any way you can help here? What are her options?
negative,@AmericanAir is that something the crew on the current leg can request of the gate team on the next leg?
negative,@AmericanAir I have not. There's no option for even getting a call back!
negative,@AmericanAir tomorrows flight Cancelled Flighted. I understand. Three hour wait for a call back and now 60 minutes on hold. Not cool.
negative,@AmericanAir all flights Cancelled Flighted tomorrow and that means I'm stranded at the airport for the night... wow.
negative,@AmericanAir how hard is it to have catering ready to go?
negative,@AmericanAir Why does your iPhone app not have any sort of notifications option?
negative,@AmericanAir this is unbelievable and unacceptable. Flight #293. JFK. Everyone at the gate is upset as most of us have been here all day.
negative,"@AmericanAir I made my flight but then still had no update emails when I landed, no info ever sent on that or second flight. Losing my biz."
negative,@AmericanAir flight 3056 DFW still has all passengers sitting on the plane waiting for luggage to be loaded - still waiting
negative,@AmericanAir I still am not on a flight. Ive been here allll day and now we're not boarding because we're waiting for catering?
negative,@AmericanAir my husband and 5 year old son stuck overnight in DC thanks to 7 crew members arguing over who was boarding the flight
negative,@AmericanAir if this is how you guys work then i will never fly with you guys again.
positive,"@AmericanAir versus @JetBlue 
in Customer Service?
Who will win!
For Me @AmericanAir is a convenience to a trip to Cali &lt;3"
negative,"@AmericanAir agents refuse to help, ""too busy"" &amp; need to call advantage#. NO ONE willing to help and apparently being exec plat means ZERO"
negative,@AmericanAir fight got Cancelled Flighted can u help me rebook a flight?  Call center is too busy to answer calls or even put me on hold #yuck
neutral,@AmericanAir you should be contacting her for a refund - dm me and I will provide phone number
negative,@AmericanAir ah if only we could get through. We've tried for over 2 hrs. Can we call @united?
negative,@AmericanAir this is ridiculous! You all really have terrible customer service and a lack of urgency. Im convinced.
negative,"@AmericanAir of course it wasn't your intention, issue lies in lack of response. she did contact you directly; she sat on hold for 50 mins"
negative,@AmericanAir I have been waiting at this airport since 11 am and have to wait until 8:30 tomorrow and cannot get any sort of help!
negative,@AmericanAir pathetic to have your gate agents lie to my face when you are at fault
negative,@AmericanAir trying to check in for flight. On line not working &amp; agents too busy to take my call.
neutral,"@AmericanAir yep, they moved me to 16A as they showed me flying ""standby"""
negative,@AmericanAir understand the weather but would be nice to hear an apology on the phone when you moved my flight to an inconvenient day
negative,"@AmericanAir My baggage is lost, my flight Cancelled Flightled and i get no accommodations? Not even to another airline. At least one free hotel?"
neutral,@AmericanAir I'm on 1024 into Dallas. Do I have any chance of catching 2238 to Boston? Do I need to run from Gate D6 to A15?.
negative,@AmericanAir AA I need a Hail Mary. How do I get from Dallas to Joplin JLN in the next 14 hours. Willing to fly to other airports and drive
negative,@AmericanAir I've been on hold for about 3 and a half hours now. Thanks for Cancelled Flighting my flight and not notifying me.
negative,@AmericanAir rude gate agent by AA363 ORD-LGA just now. Seems to have a temper. Made me check in a bag that fit INSIDE the sizer.
neutral,"@AmericanAir Hi ho, hi ho. It's off to work I go. #WeeklyCommuteOnAA http://t.co/JQHg4jTm4w"
negative,@AmericanAir you put a sour taste on this customerâ€™s vacation. it was joke watching those â€œwe care thanks for choosing usâ€ videos
neutral,@AmericanAir are you expecting flights out of DFW to be Cancelled Flightled tomorrow AM and afternoon?
negative,@AmericanAir help us here !!! We are stuck here @jfk for more than 24hours! !we need to go home #flight919 #saveus
negative,@AmericanAir lets me get in line for call back in over 2 hours. I'll just hope the 1 ticket left on the flight I want is still there Late Flightr.
negative,@AmericanAir Flight  AA1691 LAX to LAS closes too early and gate agents give us hassles #PatheticCX
negative,@AmericanAir I am honestly in shock how this process and service compares to my other airline experiences. Not really sure what to say...
negative,"@AmericanAir here we go again #aa106 ""Plane not ready"". Are we going to find the crew run out of time again like last night #shortstaffed"
negative,@AmericanAir flight 3056 DFW still has all passengers sitting on the plane waiting for luggage to be loaded
neutral,@AmericanAir At what e-mail adress can I send your CEO Mr. Doug Parker a letter that he hopefully reads?
negative,"@AmericanAir why does your customer service line say ""we are experiencing high call volume"" and then spontaneously hangup on the person?"
negative,@AmericanAir well its been over 4 hours now and still no one has picked up   try paying overtime and bring in more people
neutral,@AmericanAir What's the best way to check on any delays or Cancelled Flightlations for my flight out of DFW on Tuesday?
positive,@americanair @bershawnjackson big UPS to Newark airport staff &amp;&amp; D.Dean. I was also treated lovely while I was in town. â¤â¤
negative,@AmericanAir pleaseeee find my suitcase. I want deoderant and a clean shirt for work tomorrow :(
neutral,@AmericanAir Here you go https://t.co/oM1vIEg74a
neutral,"@AmericanAir Hey, so... I think I left my wallet on you. Can I have it back, please?"
positive,"@AmericanAir ok, thanks you! Have a great night AA team!"
neutral,@AmericanAir - Can you please give me a travel agent support phone number? I cant find it on your website. Thanks.
negative,@AmericanAir any idea what's up with flight AA3181?
negative,@AmericanAir your maint delay left us stuck in den!! Flight 1080.  Been on plane for 7 hrs.  Stop flying broke french planes!
negative,@AmericanAir sucks!! Teco teco #reclameaqui #TripAdvisor http://t.co/auGJsCmoLu
negative,@AmericanAir  You can't get us to Cincy but our luggage will still go there tonight? Stranded us in Dallas for 2 days w/o clothes? #Yousuck
negative,@AmericanAir It just hangs up and your agents on the ground are useless. How don't I have a seat on a first class ticket booked weeks ago?
negative,@AmericanAir ive literally been holding for more than 2 HOURS now. i was told 2hrs. You all are sabotaging any chance i have of getting home
negative,@AmericanAir we're still here guys - you are the worst
negative,@AmericanAir 24 hours on the AirPort
negative,@AmericanAir - don't understand why I have zero Flt info- no email- 2 he wait time on ph lines- so much for Advan Mem :(
negative,@AmericanAir ok so why is it Late Flight? And for that matter why was my flight 4491 Cancelled Flighted this morning? I've been in YYZ since 5 AM.
negative,"@AmericanAir plane breaks, unloads the passengers, told to re enter to only come back off. Flight Cancelled Flightled, missed wedding. #badbusiness"
negative,@AmericanAir - very upset with my hometown airline. Stuck in Den Flt Cancelled Flightled. Others here with me got new Flt info
negative,@AmericanAir absolutely worse cust. Svc ever experienced in 25 yrs of flying.  Supvrs at iah extremely rude. #poorservice #travel
negative,"@AmericanAir Kid upset, my staff upset (one accused of stealing fruit!!!!!) mistreatment due to airline policy of an Austic child."
negative,@AmericanAir I have been trying to get through to someone about my Cancelled Flightled flight tomorrow for over 4 hours.
negative,@AmericanAir Trip cut 7 hrs short due to flight change/massive layovers/ no peanuts or crackers/ asked for H2O and received about 2oz.
negative,@AmericanAir Flight's Cancelled Flightled. Website says to call phone number.Phone says to check online.  How am I supposed to get some help?
negative,@AmericanAir yes. We spent the whole day talking to agents and someone finally offered to let him stay in a hotel
negative,@AmericanAir flight from JFK to EGE was cxld after on runway for an hour. Flight moved to 7am but they won't give luggage back. Nice.
negative,@AmericanAir delayed for two hours at ORD--&gt;CDG the one time I need to be there to catch a train... ðŸ˜’
negative,@AmericanAir not to mention its a three hour wait to get an agent on the phone.
negative,@AmericanAir Cancelled Flighted our flight and now are still delayed...NOT COOL.
negative,@AmericanAir we did for the last 8 hours.  Your customer service is horrendous.  I should have flown Delta
